Bundestagswahl 2013
 Zwischenergebnis
Nr;Gebiet;gehört;Wahlberechtigte;;;;Wähler;;;;Ungültige;;;;Gültige;;;;CDU;;;;SPD;;;;FDP;;;;DIE LINKE;;;;GRÜNE;;;;CSU;;;;PIRATEN;;;;NPD;;;;Tierschutzpartei;;;;REP;;;;ÖDP;;;;FAMILIE;;;;Bündnis 21/RRP;;;;RENTNER;;;;BP;;;;PBC;;;;BüSo;;;;DIE VIOLETTEN;;;;MLPD;;;;Volksabstimmung;;;;PSG;;;;AfD;;;;BIG;;;;pro Deutschland;;;;DIE RECHTE;;;;DIE FRAUEN;;;;FREIE WÄHLER;;;;Nichtwähler;;;;PARTEI DER VERNUNFT;;;;Die PARTEI;;;;B;;;;BGD;;;;DKP;;;;NEIN!;;;;Übrige;;;;
249;"Main-Spessart";9;196962;199081;;;143158;147482;;;2055;3186;1740;2289;141103;144296;141418;145193;;;;;32811;28659;30484;25872;3633;12858;6406;20360;4425;8817;4839;9346;8810;13649;9972;14285;72997;75542;69955;63513;2819;;2667;2888;1360;1620;1404;1575;;;1127;1067;1229;2230;1006;1826;;;916;1087;;;;1205;333;;165;986;;;;;;;522;379;;921;;232;;;31;47;;;153;307;;;55;46;;;;;;;;;4646;;5545;;;;;;;;93;;;;;;;;360;;8040;;5553;;;;;;;;165;;;;;;;;;;;;;;;;;;;;;;;;;172;
250;"Schweinfurt";9;199057;200116;;;141280;146050;;;1721;3121;1425;1867;139559;142929;139855;144183;;;;;32188;27794;28873;24747;2945;13713;5901;18742;7509;14803;6939;13317;8048;14598;9904;13182;76515;66253;71261;62265;3003;;2493;3076;2048;3029;1335;1829;;;857;771;;;1118;1790;1156;;861;990;;;;1090;;;59;765;;;;;1533;2213;824;784;;;;277;;;38;40;;;114;242;;;53;62;;;;;;;;;;;4658;;;;;;;;134;;;;;;;;258;;4614;;4021;;;;;;;;154;;;;;;;;;;;;;;;;;;;;;;;526;;214;
251;"Würzburg";9;225379;225807;;;166644;170031;;;1416;2185;1378;1569;165228;167846;165266;168462;;;;;42134;39055;37227;31440;5324;17030;8485;23203;5374;9334;6609;10582;16455;21914;19337;24341;80775;73800;74185;65294;4134;3659;4013;4262;1437;2312;947;1287;;;1131;1103;;;1278;2462;1904;;1388;1422;;;;1011;;;51;836;;;;;;;513;428;;;;250;;;31;59;;;164;260;;;29;36;;;;;;;;;4832;;6369;;;;;;;;94;;;;;;;;314;;2859;;2917;;;;;;;;184;;;;;;;;;;;;;;;;;;;;;;;742;;186;
252;"Augsburg-Stadt";9;207899;206196;;;133384;135957;;;1386;1789;1119;1748;131998;134168;132265;134209;;;;;33131;26268;29352;24981;4511;14638;6181;17645;6408;9318;7391;10552;14567;19708;13939;16898;58610;56644;57687;51728;3509;;3424;4166;908;2038;841;1602;;;1004;965;847;;642;899;;1621;1035;1073;;;;665;141;1658;122;1513;;;;;;1022;730;674;;;;136;140;177;45;89;;;211;307;191;230;84;113;;;;;;;;;6271;;7099;;;;;;;;116;;;;;;;;259;;2764;;1968;;;;;;;;135;;;;;;;;;;;;;;;;;;;;;;;846;;203;
253;"Augsburg-Land";9;242996;240672;;;176229;177024;;;1595;2484;1219;1754;174634;174540;175010;175270;;;;;30881;27427;30111;25356;3973;20137;8131;27522;5178;8264;5645;9425;12065;15031;12706;16430;105838;92508;93930;80335;3550;;3093;3399;1840;2834;1287;2168;;;1388;1208;;;1017;1777;2665;2804;1781;1790;;;;1187;734;2539;374;1990;;;;;;2552;1574;1609;;;;200;;444;29;122;;;223;405;;;92;46;;;;;;;;;7910;;8990;;;;;;;;156;;;;;;;;383;;;;3885;;;;;;;;215;;;;;;;;;;;;;;;;;;;;;;;;;301;
254;"Donau-Ries";9;189975;189097;;;131048;133619;;;1556;2191;1293;1497;129492;131428;129755;132122;;;;;22858;20901;21617;18290;3169;15337;5819;19314;5797;8025;4260;7605;8153;9962;7773;10139;78522;69102;72062;64647;;;1939;2170;2348;2549;1511;1919;;;870;703;;;997;1725;2899;1982;1303;1367;;;;1077;396;;136;751;;;;;;2385;1137;1432;;;;172;;;12;41;;888;216;495;;;38;30;;;;;;;;;;;5400;;;;;;;;111;;;;;;;;487;;5350;;3933;;;;;;;;134;;;;;;;;;;;;;;;;;;;;;;;297;;245;
255;"Neu-Ulm";9;237652;235775;;;161644;164678;;;1729;2832;1272;1790;159915;161846;160372;162888;;;;;29418;24977;29024;23937;4377;18406;7487;26391;5545;10245;5956;10341;12504;17398;10417;14310;91965;82046;84600;72060;3084;;2992;3496;3012;4483;2445;3499;;;1188;1040;;;581;1013;2492;4291;1731;2387;;;;1283;;;57;938;;;;;;;985;1005;;;;344;;;40;96;;;206;331;;;46;36;;;;;;;;;7518;;8967;;;;;;;;137;;;;;;;;351;;;;2971;;;;;;;;191;;;;;;;;;;;;;;;;;;;;;;;;;381;
256;"Oberallgäu";9;223340;221708;;;155294;158857;;;1527;2008;1093;1618;153767;156849;154201;157239;;;;;26630;19107;24695;20392;5442;17464;8707;26018;5515;7842;5565;8735;13000;20093;14296;17753;93388;83181;80800;70559;3051;;2407;2635;;1314;853;1202;;;1194;1039;2217;2092;1038;1800;4121;3150;2088;2299;;;;1200;403;;159;983;;;;;;2606;967;1507;;;;242;;;32;53;;;228;353;;;35;41;;;;;;;;;;;6682;;;;;;;;99;;;;;;;;279;;;;3924;;;;;;;;153;;;;;;;;;;;;;;;;;;;;;;;;;428;
257;"Ostallgäu";9;243676;242341;;;167719;170224;;;1521;2992;1384;2194;166198;167232;166335;168030;;;;;25009;22859;24970;20544;2893;21115;7677;28362;4731;8822;5270;9369;9992;15030;11786;15668;99328;85429;91663;77911;3262;;2904;2951;;2814;1376;2262;;;1100;1018;;;612;1010;3258;3671;2592;2728;;;;1196;;;57;803;;;;;4781;5367;2853;2849;;;;390;;;28;85;;;199;334;;;39;34;;;;;;;;;6841;;7972;;;;;;;;145;;;;;;;;369;;5442;;4544;;;;;;;;179;;;;;;;;;;;;;;;;;;;;;;661;2125;;516;
9;"Bayern";99;9453717;9382583;;;6633388;6720532;;;63368;94735;54011;68496;6570020;6625797;6579377;6652036;;;;;1443499;1331177;1313807;1120018;183209;700960;333916;976379;225141;386476;248802;429371;505426;675888;552458;719265;3543733;3191000;3243335;2830238;131865;24102;127929;135790;59713;111662;56725;87591;;;46922;43215;8224;13564;27595;54588;84549;83568;68284;75866;;3921;;44421;2760;22179;3260;48458;;;;;28336;32324;57285;48311;;921;;9262;1547;5466;1443;3305;1091;2064;8248;13872;475;540;2193;1769;;;;;;;;;146610;;282574;;;;;;737;;5226;;;;;;;;12522;;192658;;179758;;;;;;355;;7095;;2273;;;;;;;;;;;;;;;;291;;;;7528;39985;;10317;

296;"Saarbrücken";10;204905;207292;;;142400;146713;;;3356;2699;3070;2133;139044;144014;139330;144580;51319;45748;46513;38317;50275;43737;43327;34528;2413;10597;6246;17651;15203;31946;16268;34666;7422;9696;10910;12685;;;;;3891;;4109;2536;2553;1967;2582;1737;;;;;;;;;;;;;;;1559;1596;;;;752;;;;;;;;;;;;;;;;;;;;;275;323;160;112;;;;;;;;;5693;;6575;;;;;;;;239;;;;;;;;;;;;842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;"Saarlouis";10;211529;214924;;;154286;159639;;;4362;4022;4359;3446;149924;155617;149927;156193;66700;58297;60054;50566;52301;51193;46033;37749;1869;11516;5480;19643;10936;24244;13457;31057;5577;8342;7873;10194;;;;;3652;;3739;2188;2471;2025;2610;1874;;;;;;;;;;;;;;;1653;2013;;;;861;;;;;;;;;;;;;;;;;;;;;;;71;48;;;;;;;;;6418;;7645;;;;;;;;240;;;;;;;;;;;;1072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;"St. Wendel";10;181520;184896;;;138073;142795;;;4030;3814;3897;3079;134043;138981;134176;139716;60862;55727;54907;48373;44865;42910;40857;35506;2221;9486;4514;15094;10245;22965;12137;26775;3791;6058;6087;7507;;;;;3035;;3392;1853;1975;1835;2062;1629;;;;;;;;;;;;;;;1855;2273;;;;664;;;;;;;;;;;;;;;;;;;;;;;73;42;;;;;;;;;6363;;7273;;;;;;;;213;;;;;;;;;;;;806;;;;;;686;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;"Homburg";10;198117;201442;;;142644;147047;;;3732;3131;3535;2669;138912;143916;139109;144378;55250;48092;50892;42033;52263;44500;44364;36681;1890;10508;5265;17039;12592;27933;14180;31382;4954;6575;7128;9164;;;;;3289;;3452;2043;2231;2206;2430;2159;;;;;;;;;;;;;;4102;2384;3030;;;;797;;;;;;;;;;;;;;;;;;;;;;;72;50;;;;;;;;;6443;;7794;;;;;;;;218;;;;;;;;;;;;930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"Saarland";99;796071;808554;;;577403;596194;;;15480;13666;14861;11327;561923;582528;562542;584867;234131;207864;212366;179289;199704;182340;174581;144464;8393;42107;21505;69427;48976;107088;56042;123880;21744;30671;31998;39550;;;;;13867;;14692;8620;9230;8033;9684;7399;;;;;;;;;;;;;;4102;7451;8912;;;;3074;;;;;;;;;;;;;;;;;;;;;275;323;376;252;;;;;;;;;24917;;29287;;;;;;;;910;;;;;;;;;;;;3650;;;;;;686;;;;;;;;;;;;;;;;;;;;;;;;;;;;

75;"Berlin-Mitte";11;204085;197252;;;141696;133355;;;2304;2749;2214;2340;139392;130606;139482;131015;33291;28760;31545;24854;39368;33943;36480;27780;2092;8869;5136;13590;23251;24871;26042;25216;25690;28108;23364;28880;;;;;5459;;6596;5450;1371;2110;1250;1530;;;;1576;;;199;519;;;328;245;;;;;;;;;;;;;;;;;;;;;215;951;143;329;;;;527;203;;145;107;;;;;;;74;116;4218;;5428;;474;;475;;;;287;;;;;;;;;;239;;305;;;;;;;;;;1857;;1685;;;;;;;;;;260;;;167;;;;;1404;2994;;129;
76;"Berlin-Pankow";11;235339;232250;;;175026;166099;;;2427;2836;2233;2350;172599;163263;172793;163749;41292;28374;40623;28163;36170;44769;38025;29850;1579;9604;4374;13626;48914;47070;43467;45099;25440;26674;24284;32401;;;;;5861;;6767;6767;2862;3702;2598;3007;;;;2225;;;233;486;;;451;351;;;;;;;;;;;;;;;;;;;;;356;1090;203;457;;;;559;;;143;104;;;;;;;130;178;7055;;8309;;;;85;;;;456;;;;;;;;;;859;;661;;;;;;;;;;2211;;1984;;;;;;;;;;;;;235;;;;;;1980;;241;
77;"Berlin-Reinickendorf";11;182933;183112;;;133254;132532;;;2656;3039;2515;2666;130598;129493;130739;129866;58638;50554;52420;42771;38564;35540;34535;27842;2608;13711;5679;20580;8543;10525;10400;12060;8770;13875;11372;17577;;;;;3227;;3411;2979;2239;2613;1967;2074;;;;1946;;;311;772;;;238;246;;;;;;;;;;;;;;;;;;;;;;879;72;372;;;;340;;;43;30;;;;;;;52;76;5827;;7883;;;;205;;;;448;;;;;;;;;;627;;658;;;;;;;;;;867;;1045;;;;;;;;;;;;;36;;;;;688;1796;;165;
78;"Berlin-Spandau - Charlottenburg Nord";11;187359;184436;;;130416;126799;;;2771;3098;2591;2821;127645;123701;127825;123978;50025;44994;46724;37170;47783;41051;36930;29109;1789;10612;4854;18277;9207;11446;12144;13611;5939;10853;10569;16451;;;;;4009;;3972;3173;2019;2463;1813;1982;;;;2019;;;310;618;;;219;226;;;;;;;;;;;;;;;;;;;;;265;1245;172;560;;;;371;;285;83;96;;;;;;;56;87;5498;;7439;;552;;457;;;;492;;;;;;;;;;559;;557;;;;;;;;;;;;1034;;;;;;;;;;;;;44;;;;;;752;;184;
79;"Berlin-Steglitz - Zehlendorf";11;;217335;;;;172795;;;;2610;;2188;;170185;;170607;;66075;;53085;;45691;;34488;;15138;;28876;;9325;;12270;;27392;;33004;;;;;;;;3739;;1544;;1309;;;;1860;;;;472;;;;312;;1416;;;;;;;;;;;;;;;;;;;;462;;283;;875;;623;;;;34;;;;;;;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;2267;;137;
80;"Berlin-Charlottenburg - Wilmersdorf";11;;195857;;;;150356;;;;2623;;1971;;147733;;148385;;44549;;39331;;47340;;31719;;16397;;24313;;9978;;12868;;26778;;32724;;;;;;;;3564;;1187;;893;;;;1518;;;;262;;;;243;;;;;;;;;;;;;;;;;;;;;;912;;265;;;;465;;;;34;;;;;;;;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;;;;;;592;;88;
81;"Berlin-Tempelhof - Schöneberg";11;235259;232759;;;177101;172928;;;3089;3533;2793;3001;174012;169395;174308;169927;61106;54971;55384;45372;45577;38244;47760;36351;2589;13292;7163;23407;12777;13787;17887;16995;35267;44506;26818;36630;;;;;5221;;5519;4619;1794;2413;1589;1891;;;;2270;;;219;545;;;343;335;;;;;;;;;;;;;;;;;;;;;348;1328;221;463;;;;598;;;71;72;;;;;;;63;86;6381;;7984;;566;;471;;;;481;;;;;;;;;;900;;760;;;;;;;;;;1486;;1575;;;;;;;;;;;;;101;;;;;;854;;192;
82;"Berlin-Neukölln";11;205629;197444;;;140803;132613;;;3129;3915;2907;3357;137674;128698;137896;129256;42073;39618;40013;33469;44507;35168;36190;27639;1863;11468;4121;16486;16139;15852;19669;17986;16113;18805;19148;22698;;;;;6100;;5660;4339;3096;3356;2630;2554;;;;2066;;;214;611;;;255;261;;;;;;;;;;;;;;;;;;;;;222;;127;209;;;;394;209;218;188;108;;;;;;;81;128;4139;;5790;;;;615;;;;453;;;;;;;;;;793;;691;;;;;;;;;;2420;;2051;;;;;;;;;;;280;;150;;;;;;3933;;158;
83;"Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost";11;;222647;;;;160861;;;;2572;;2419;;158289;;158442;;18394;;18788;;26415;;32015;;6425;;9693;;27796;;39641;;73897;;43347;;;;;;;;9473;;1791;;1436;;;;1793;;;;284;;;;306;;;;;;;;;;;;;;;;;;;;;;;;166;;;;727;;;;130;;;;;;;;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;649;;354;;;;;;2922;;118;
84;"Berlin-Treptow - Köpenick";11;201629;200391;;;148410;142838;;;2219;2326;2139;2083;146191;140512;146271;140755;33041;29124;37171;25955;26094;25520;31207;27765;1428;6247;2901;11261;61634;62880;43099;47438;7343;10495;10787;15486;;;;;4208;;5176;4713;4042;4092;3803;3688;;;;2106;;;227;443;;;328;281;;;;;;;;;;;;;;;;;;;;;218;1131;199;513;;;;367;208;398;191;168;;;;;;;83;132;5779;;8105;;;;87;;;;521;;;;;;;;;;855;;890;;;;;;;;;;1341;;1496;;;;;;;;;;;;;205;;;;;;625;;234;
85;"Berlin-Marzahn - Hellersdorf";11;203968;203416;;;132814;128897;;;2081;2496;2079;2224;130733;126401;130735;126673;33540;24563;33948;22875;22336;20336;25100;20906;939;6969;2278;9741;50869;60236;43025;51662;4074;7242;5065;8847;;;;;3668;;3997;4274;5539;4725;5100;3832;;;;2189;;;244;456;;;204;189;;;;;;;;;;;;;;;;;;;;;238;1564;182;579;;;;249;;;111;127;;;;;;;103;156;6356;;8326;;;;73;;1100;;1113;;;;;;;;;;717;;752;;;;;;;;;;858;;1114;;;;;;;;;;;;;235;;;;;499;766;;356;
86;"Berlin-Lichtenberg";11;;204766;;;;132766;;;;2283;;2014;;130483;;130752;;22566;;21347;;24028;;22618;;5048;;8666;;61874;;53815;;9652;;11490;;;;;;;;4972;;4492;;3603;;;;1960;;;;453;;;;225;;;;;;;;;;;;;;;;;;;;;;1384;;513;;;;272;;;;101;;;;;;;;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;286;;;;;;1439;;273;
11;"Berlin";99;1656201;1631060;;;1179520;1136061;;;20676;23992;19471;20842;1158844;1112069;1160049;1115219;353006;300958;337828;260629;300399;274571;286227;227242;14887;80772;36506;126968;231334;246667;215733;230067;128636;160558;131407;178970;;;;;37753;;41098;36314;22962;25474;20750;20558;;;;16397;;;1957;4450;;;2366;2134;;;;;;;;;;;;;;;;;;;;;1862;8188;1319;3482;;;;3405;620;901;975;812;;;;;;;642;959;45253;;59264;;1592;;2468;;1100;;4251;;;;;;;;;;5549;;5274;;;;;;;;;;11040;;11984;;;;;;;;;;260;280;;1173;;;;;2591;13700;;1659;

56;"Prignitz - Ostprignitz-Ruppin - Havelland I";12;162624;171705;;;103904;108017;;;2156;3477;1688;3020;101748;104540;102216;104997;34115;22851;37303;24913;30078;33532;25636;29446;1294;8162;2297;9068;24519;32198;23047;30550;2790;4483;3530;4587;;;;;2633;;1965;1829;2826;3314;2331;2494;;;;;;;120;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;153;;;;;;;83;84;;;;;;;;;;;4759;;;;;;;;368;;;;;;;;;;;;777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3493;;;1703;
57;"Uckermark - Barnim I";12;160233;168604;;;100635;105423;;;1883;3325;1716;3006;98752;102098;98919;102417;38405;26416;36387;24429;23234;27570;22476;26654;1564;6372;2070;7883;25671;32670;23570;31720;2822;4371;3579;4748;;;;;2456;;1984;1952;3368;3918;2623;3123;;;;;;;159;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;189;;;;;;;100;105;;;;;;;;;;;4776;;;;;;;;317;;;;;;;;;;1232;;878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781;;1427;
58;"Oberhavel - Havelland II";12;250705;249983;;;177355;171514;;;3642;4907;2839;4179;173713;166607;174516;167335;65084;46088;63202;41575;48660;48621;41598;42959;2571;12963;5119;19163;34049;40334;32027;38980;8510;12193;9861;12974;;;;;5278;;3895;3891;5882;5400;4271;4153;;;;;;;304;478;;;;;;;;;;;;;;;;;;;;;;;;;;;;377;;;;;;;168;181;;;;;;;;;;;11708;;;;;;;;787;;;;;;;;;;2466;;1576;;;;;;;;;;;;;;;;;;;;;;318;;;;;;;;895;1008;;2604;
59;"Märkisch-Oderland - Barnim II";12;251576;255845;;;175103;174098;;;3926;4674;3797;4419;171177;169424;171306;169679;58197;39959;55323;36678;34755;38545;37321;36651;1889;11139;3820;15335;56391;62644;44999;57051;5876;8195;7213;10225;;;;;4588;;3968;4523;5805;6096;4245;4381;;;;;;;278;423;;;;;;;;;;;;;;;;;;;;;;;;;;;;327;;;;;;;166;210;;;;;;;;;;;10975;;;;;;;;868;;;;;;;;;;2484;;2130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1192;2846;;3875;
60;"Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I";12;191014;199083;;;124190;128273;;;2451;3598;2221;3708;121739;124675;121969;124565;39972;30733;41495;29834;40313;40957;31994;34451;1912;7328;2779;9992;28967;35484;27931;35643;2951;4771;4575;6047;;;;;3035;;2385;3093;3969;3764;3185;3013;;;;;;;183;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;199;;;;;;;131;151;;;;;;;;;;;5929;;;;;;;;450;;;;;;;;;;;;932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;620;1638;;1970;
61;"Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II";12;244809;239221;;;182225;174226;;;3088;4387;2329;3560;179137;169839;179896;170666;58399;40708;56449;36600;57668;48720;44724;44450;3200;12356;5899;17986;35914;48515;37294;43354;12903;16479;16241;18279;;;;;5445;;4814;5171;3147;3061;2066;2129;;;;;;;241;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;345;;;;;;;291;202;;;;;;;;;;;10228;;;;;;;;611;;;;;;;;;;;;1038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2461;;;1881;
62;"Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I";12;240777;246651;;;169486;170204;;;3484;5598;3028;4739;166002;164606;166458;165465;61481;40882;57866;39092;45082;53384;37784;42834;1989;11959;4529;16102;36288;43348;36314;44923;6324;9041;7423;9912;;;;;4329;;3614;4357;5582;5992;4468;4711;;;;;924;;579;368;;;;;;;;;;;;;;;;;;;;;;;;;;;;397;;;;;;;182;162;;;;;;;;;;;10598;;;;;;;;713;;;;;;;;;;3670;;2388;;;;;;;;;;;;;;;;;;;;;;333;;;;;;;;;;;2607;
63;"Frankfurt (Oder) - Oder-Spree";12;199341;208525;;;135293;139228;;;3167;4461;2467;3597;132126;134767;132826;135631;44822;30153;44303;30506;32294;38470;29629;32750;2260;10125;2925;12018;37004;43589;32854;42581;5198;7502;5264;7464;;;;;4969;;2915;3385;5579;4928;4062;3788;;;;;;;258;395;;;;;;;;;;;;;;;;;;;;;;;;;;;;374;;;;;;;198;210;;;;;;;;;;;8557;;;;;;;;642;;;;;;;;;;;;1219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2160;
64;"Cottbus - Spree-Neiße";12;187157;196389;;;125920;128179;;;2689;4218;2213;3530;123231;123961;123707;124649;44301;29829;44230;30360;29510;34529;26864;29999;2499;10878;2984;11230;24681;37224;27960;36561;3277;5650;4382;6093;;;;;2889;;2615;3636;4929;4806;3897;3765;;;;;;;204;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;258;;;;;;;138;179;;;;;;;;;;;8554;;;;;;;;524;;;;;;;;;;;;1355;;;;;;;;;;901;;;;;;;;;;;;245;;;;;;;;9999;1045;;2224;
65;"Elbe-Elster - Oberspreewald-Lausitz II";12;177681;192709;;;118676;126140;;;2662;4692;2164;3992;116014;121448;116512;122148;47451;35073;46035;33467;26130;32688;23136;28022;2085;8487;2947;10865;27139;34324;25326;34203;2899;3861;3103;4238;;;;;3846;;2629;2995;5601;5513;4422;3839;;;;;;;196;278;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;;;;;;;153;137;;;;;;;;;;;6929;;;;;;;;531;;;;;;;;;;;;1105;;;;;;;;;;;;;;;;;;;;;;319;;;;;;;;544;1506;;3834;
12;"Brandenburg";99;2065917;2128715;;;1412787;1425302;;;29148;43337;24462;37750;1383639;1381965;1388325;1387552;492227;342692;482593;327454;367724;397016;321162;348216;21263;99769;35369;129642;330623;410330;311322;395566;53550;76546;65171;84567;;;;;39468;;30784;34832;46688;46792;35570;35396;;;;;924;;2522;3084;;;;;;;;;;;;;;;;;;;;;;;;;;;;2889;;;;;;;1610;1621;;;;;;;;;;;83013;;;;;;;;5811;;;;;;;;;;9852;;13398;;;;;;;;;;901;;;;;;;;;;;;1215;;;;;;;;19204;8824;;24285;

12;"Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I";13;220154;226424;;;148624;148469;;;2518;2507;2146;2122;146106;145962;146478;146347;56964;44260;59079;45985;37864;36134;31569;29602;2255;11464;3303;14174;32404;41449;29868;40022;5205;7840;6539;8528;;;;;3340;;2580;3207;4928;4699;3923;4321;;;;;;;69;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;252;;;;;;;;;;;7744;;;;;;;;239;;;;;;;;;;2919;;1403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;227;116;;;
13;"Ludwigslust-Parchim II - Nordwestmecklenburg II - Landkreis Rostock I";13;207326;217571;;;136707;138101;;;2398;2440;2024;2155;134309;135661;134683;135946;57715;45462;56717;44531;30570;28275;26499;25078;2122;10106;3002;13264;30698;40228;28690;38919;4616;6601;5424;7049;;;;;2954;;2123;2749;4233;4239;3454;3903;;;;;;;86;199;;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155;254;;;;;;;;;;;7139;;;;;;;;295;;;;;;;;;;1401;;1099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;617;;;
14;"Rostock - Landkreis Rostock II";13;223551;224968;;;152870;149341;;;2729;2402;2114;2115;150141;146939;150756;147226;52620;41161;57185;41154;27613;29052;29012;26254;1606;9931;2912;14285;46077;46323;35783;44937;11216;15050;9873;12027;;;;;3263;;3587;4606;3308;3681;2481;3405;;;;;;;116;215;;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;544;554;289;343;;;;;;;;;;;8186;;;;;;;;224;;;;;;;;;;1385;;1108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2509;1113;;;
15;"Vorpommern-Rügen - Vorpommern-Greifswald I";13;244881;253514;;;157391;154213;;;2459;2632;2417;2761;154932;151581;154974;151452;87142;70329;69682;55282;21687;19090;22629;19591;1228;8491;4068;16798;29847;40081;31931;42462;4728;6757;7372;8550;;;;;3738;;3527;3942;3968;4115;3524;4237;;;;;;;126;307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;185;283;;;;;;;;;;;10135;;;;;;;;330;;;;;;;;;;1206;;1465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1388;2718;;;
16;"Mecklenburgische Seenplatte I - Vorpommern-Greifswald II";13;233988;247700;;;148872;153434;;;2777;3498;2513;3085;146095;149936;146359;150349;67074;52897;65768;53411;22871;22994;21645;20979;2695;11746;2909;13987;34972;46343;31617;44748;3359;5412;4008;5705;;;;;3825;;2631;3109;8524;8369;6756;7776;;;;;;;155;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163;294;;;;;;;;;;;8843;;;;;;;;337;;;;;;;;;;2775;;1527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2175;;;
17;"Mecklenburgische Seenplatte II - Landkreis Rostock III";13;218193;230121;;;136825;138618;;;3182;2988;2851;2671;133643;135630;133974;135947;62852;47714;60412;47118;25025;25869;22988;22103;1982;9731;2771;12695;30286;40987;28848;40448;4084;5166;4472;5982;;;;;2657;;2110;2450;4244;4698;3590;4581;;;;;;;108;266;;316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;;233;304;;;;;;;;;;;6767;;;;;;;;256;;;;;;;;;;2023;;1419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1149;;;
13;"Mecklenburg-Vorpommern";99;1348093;1400298;;;881289;882176;;;16063;16467;14065;14909;865226;865709;867224;867267;384367;301823;368843;287481;165630;161414;154342;143607;11888;61469;18965;85203;204284;255411;186737;251536;33208;46826;37688;47841;;;;;19777;;16558;20063;29205;29801;23728;28223;;;;;;;660;1583;;523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1034;554;1187;1730;;;;;;;;;;;48814;;;;;;;;1681;;;;;;;;;;11709;;8021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4124;7888;;;

151;"Nordsachsen";14;168642;178447;;;112076;109628;;;2615;1785;1912;1672;109461;107843;110164;107956;49906;44147;49473;38440;22324;15860;16969;16927;2277;10611;2912;13747;23835;27760;22696;27765;3399;4357;3140;4783;;;;;2147;;2141;;5573;5108;4274;5069;;;;;;;;381;;;;;;;;;;;;;;;;;;;;;;;;;;;137;583;;;;;;;104;261;;;;;;;;;;;6766;;;;;;;;394;;;;;;;;;;;;1158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;"Leipzig I";14;210456;202455;;;138427;129834;;;2032;1719;1635;1523;136395;128115;136792;128311;54562;42704;50477;38471;29514;24866;25286;23070;2309;11781;4029;16478;31917;34015;29122;32762;7683;8856;9467;11474;;;;;4046;;4362;;4487;4202;3248;4225;;;;;;;;340;;;;;;;;;;;;;;;;;;;;;;;;;1877;1691;409;1197;;;;;;;203;294;;;;;;;;;;;8391;;;;;;;;489;;;;;;;;;;;;1309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
